Number,Name,Type,Value,Query,Note,Role,Depend On
1,[DBD] Historical Populasi FMS BRI,Dashboard,https://drive.google.com/open?id=1FgQuCKCNCugNAW6Jfzg_kusitKwS9YhA&usp=drive_fs,,,Helpdesk,[2]
2,transform-population_historical_monthly,Index,"{""mappings"":{""properties"":{""@timestamp"":{""type"":""date""},""@version"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""date"":{""type"":""date""},""date_created_store_ecrlink_master"":{""type"":""date""},""date_updated_store_ecrlink_master"":{""type"":""date""},""feat_batch_upload"":{""type"":""long""},""feat_brizzi"":{""type"":""boolean""},""feat_brizzi_report"":{""type"":""long""},""feat_brizzi_settlement"":{""type"":""long""},""feat_brizzi_void"":{""type"":""long""},""feat_card_verification"":{""type"":""long""},""feat_cicilan"":{""type"":""long""},""feat_debit"":{""type"":""boolean""},""feat_fuel_card"":{""type"":""boolean""},""feat_generate_qr"":{""type"":""long""},""feat_info_kartu"":{""type"":""long""},""feat_info_saldo"":{""type"":""long""},""feat_kredit"":{""type"":""boolean""},""feat_manual_key_in"":{""type"":""long""},""feat_nfc_payment"":{""type"":""long""},""feat_nfc_refund"":{""type"":""long""},""feat_of_us"":{""type"":""boolean""},""feat_pembayaran"":{""type"":""long""},""feat_print_log"":{""type"":""long""},""feat_purchase_report"":{""type"":""long""},""feat_purchase_settlement"":{""type"":""long""},""feat_purchase_void"":{""type"":""long""},""feat_qris"":{""type"":""long""},""feat_qris_report"":{""type"":""long""},""feat_random_pinpad"":{""type"":""long""},""feat_refund_qr"":{""type"":""long""},""feat_release_card_ver"":{""type"":""long""},""feat_reprint"":{""type"":""long""},""feat_saldo_tertunda"":{""type"":""long""},""feat_sale"":{""type"":""long""},""feat_sale_completion"":{""type"":""long""},""feat_sale_contactless"":{""type"":""long""},""feat_sale_fare_non_fare"":{""type"":""long""},""feat_sale_fuel"":{""type"":""long""},""feat_sale_redemption"":{""type"":""long""},""feat_sale_tip"":{""type"":""long""},""feat_status_transaksi_qr"":{""type"":""long""},""feat_tip_qris"":{""type"":""long""},""feat_topup_online"":{""type"":""long""},""feat_topup_tertunda"":{""type"":""long""},""feat_update_saldo"":{""type"":""long""},""id_populasi_vendor"":{""type"":""long""},""installed_date"":{""type"":""date""},""is_production"":{""type"":""boolean""},""kab_kot"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""kanwil"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""kcp"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""merchant_criteria"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""merchant_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""mid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""poi"":{""type"":""long""},""poi_feat"":{""type"":""long""},""provinsi"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""serial_number"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_address"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_code"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_contact"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_ecrlink_master_is_enable"":{""type"":""boolean""},""store_ecrlink_master_poi"":{""type"":""long""},""store_loc"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_loc_is_checked"":{""type"":""boolean""},""store_loc_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_pic"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_postal"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""tags"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""terminal_is_direct_transaction_ecr"":{""type"":""boolean""},""terminal_is_disable_autoprint_qris"":{""type"":""boolean""},""terminal_is_double_struct_copy"":{""type"":""boolean""},""terminal_is_full_screen_on"":{""type"":""boolean""},""terminal_is_jcb_contactless"":{""type"":""boolean""},""terminal_is_print_brimo_qr"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""terminal_is_screen_always_on"":{""type"":""boolean""},""terminal_is_sound_off"":{""type"":""boolean""},""terminal_is_tts_enable"":{""type"":""boolean""},""terminal_last_get_profile"":{""type"":""date""},""terminal_skip_login"":{""type"":""boolean""},""terminal_stok_id"":{""type"":""long""},""thermal_minimum"":{""type"":""long""},""thermal_prediction"":{""type"":""long""},""ticket_dismantle_date_created"":{""type"":""date""},""ticket_dismantle_date_track"":{""type"":""date""},""ticket_dismantle_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_dismantle_status"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_dismantle_team"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_heartbeat_date_created"":{""type"":""date""},""ticket_install_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_kategori"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_latitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_longitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_team"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_date_created"":{""type"":""date""},""ticket_latest_heartbeat_date_created"":{""type"":""date""},""ticket_latest_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_kategori"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_latitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_longitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_ro_id"":{""type"":""long""},""ticket_latest_ro_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_status"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_team"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_technician_id"":{""type"":""long""},""ticket_latest_technician_identity_key"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_technician_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_technician_vendor_id"":{""type"":""long""},""tid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}}}}}",,,,
3,[DBD] Manual Key In Overview-v01,Dashboard,https://drive.google.com/open?id=1Z7ZCNy85-rHE4EOvlLLkLg1_psc6uT1l&usp=drive_fs,,,Helpdesk,"[4,5,6,7]"
4,logstash-population_with_hb_trx_logon_ticket,Index,"{""mappings"":{""properties"":{""@timestamp"":{""type"":""date""},""@timestamp2"":{""type"":""date""},""@version"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""date"":{""type"":""date""},""date_created_store_ecrlink_master"":{""type"":""date""},""date_updated_store_ecrlink_master"":{""type"":""date""},""feat_batch_upload"":{""type"":""long""},""feat_brizzi"":{""type"":""boolean""},""feat_brizzi_report"":{""type"":""long""},""feat_brizzi_settlement"":{""type"":""long""},""feat_brizzi_void"":{""type"":""long""},""feat_card_verification"":{""type"":""long""},""feat_cicilan"":{""type"":""long""},""feat_debit"":{""type"":""boolean""},""feat_fuel_card"":{""type"":""boolean""},""feat_generate_qr"":{""type"":""long""},""feat_info_kartu"":{""type"":""long""},""feat_info_saldo"":{""type"":""long""},""feat_kredit"":{""type"":""boolean""},""feat_manual_key_in"":{""type"":""long""},""feat_nfc_payment"":{""type"":""long""},""feat_nfc_refund"":{""type"":""long""},""feat_of_us"":{""type"":""boolean""},""feat_pembayaran"":{""type"":""long""},""feat_print_log"":{""type"":""long""},""feat_purchase_report"":{""type"":""long""},""feat_purchase_settlement"":{""type"":""long""},""feat_purchase_void"":{""type"":""long""},""feat_qris"":{""type"":""long""},""feat_qris_report"":{""type"":""long""},""feat_random_pinpad"":{""type"":""long""},""feat_refund_qr"":{""type"":""long""},""feat_release_card_ver"":{""type"":""long""},""feat_reprint"":{""type"":""long""},""feat_saldo_tertunda"":{""type"":""long""},""feat_sale"":{""type"":""long""},""feat_sale_completion"":{""type"":""long""},""feat_sale_contactless"":{""type"":""long""},""feat_sale_fare_non_fare"":{""type"":""long""},""feat_sale_fuel"":{""type"":""long""},""feat_sale_redemption"":{""type"":""long""},""feat_sale_tip"":{""type"":""long""},""feat_status_transaksi_qr"":{""type"":""long""},""feat_tip_qris"":{""type"":""long""},""feat_topup_online"":{""type"":""long""},""feat_topup_tertunda"":{""type"":""long""},""feat_update_saldo"":{""type"":""long""},""hbs"":{""properties"":{""document"":{""properties"":{""created_at"":{""type"":""date""},""iccid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""operator_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""poi"":{""type"":""long""}}}}},""id_populasi_vendor"":{""type"":""long""},""installed_date"":{""type"":""date""},""is_population"":{""type"":""long""},""is_production"":{""type"":""boolean""},""kab_kot"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""kanwil"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""kcp"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""last_heartbeat"":{""properties"":{""document"":{""properties"":{""battery"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""battery_voltage"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""connection"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""created_at"":{""type"":""date""},""dcm_version"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""device_type"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ecrlink_version"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""iccid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""imei"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""imsi"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ip_address"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""kanwil_code"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""latitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""longitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""mac"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""merchant_code"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""operator_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""poi"":{""type"":""long""},""pot_version"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""sim_signal"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""sn"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""sphs"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_code"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""sv"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""version_code"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""version_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""wifi_signal"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""wifi_status"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}}}},""location"":{""type"":""geo_point""}}},""last_logon"":{""properties"":{""document"":{""properties"":{""created_at"":{""type"":""date""},""poi"":{""type"":""long""},""progress"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""time_stamp"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}}}}}},""last_logon2"":{""properties"":{""@timestamp2"":{""type"":""date""},""document"":{""properties"":{""created_at"":{""type"":""date""},""merchant_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""mid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""poi"":{""type"":""long""},""sn"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""tid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""time_stamp"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}}}}}},""last_ticket"":{""properties"":{""created_at"":{""type"":""date""},""id_sub_ticket"":{""type"":""long""},""kategori_kunjungan"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""kategori_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""keterangan"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""mid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""poi"":{""type"":""long""},""serial_number"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""status"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""team"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""tid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""visit_date"":{""type"":""date""}}},""last_transaction"":{""properties"":{""document"":{""properties"":{""acq_mid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""acq_tid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""acquiring_code"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""bank_is_on_us"":{""type"":""boolean""},""bank_nii"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""batch_number"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""card_app"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""card_number"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""card_type"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""city"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""created_at"":{""type"":""date""},""ecr_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""is_ecr"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""note"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""payment_category"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""payment_features"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""payment_type"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""payment_version"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""poi"":{""type"":""long""},""product"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""rc"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""rd"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""reference_number"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark1"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark10"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark3"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark4"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark5"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark6"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark7"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark8"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""remark9"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""status"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""tmr"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""trace_number"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""trace_number_void"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""transaction_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""transaction_id_void"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}}}}}},""merchant_criteria"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""merchant_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""merchant_settlement_max"":{""type"":""long""},""merchant_settlement_max_brizzi"":{""type"":""long""},""mid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""poi"":{""type"":""long""},""poi_feat"":{""type"":""long""},""provinsi"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""serial_number"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_address"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_code"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_contact"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_ecrlink_master_is_enable"":{""type"":""boolean""},""store_ecrlink_master_poi"":{""type"":""long""},""store_loc"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_loc_is_checked"":{""type"":""boolean""},""store_loc_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_pic"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""store_postal"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""tags"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""terminal_is_direct_transaction_ecr"":{""type"":""boolean""},""terminal_is_disable_autoprint_qris"":{""type"":""boolean""},""terminal_is_double_struct_copy"":{""type"":""boolean""},""terminal_is_full_screen_on"":{""type"":""boolean""},""terminal_is_jcb_contactless"":{""type"":""boolean""},""terminal_is_print_brimo_qr"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""terminal_is_screen_always_on"":{""type"":""boolean""},""terminal_is_sound_off"":{""type"":""boolean""},""terminal_is_tts_enable"":{""type"":""boolean""},""terminal_last_get_profile"":{""type"":""date""},""terminal_skip_login"":{""type"":""boolean""},""terminal_stok_id"":{""type"":""long""},""thermal_minimum"":{""type"":""long""},""thermal_prediction"":{""type"":""long""},""ticket_dismantle_date_created"":{""type"":""date""},""ticket_dismantle_date_track"":{""type"":""date""},""ticket_dismantle_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_dismantle_status"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_dismantle_team"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_heartbeat_date_created"":{""type"":""date""},""ticket_install_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_kategori"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_latitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_longitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_install_team"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_date_created"":{""type"":""date""},""ticket_latest_heartbeat_date_created"":{""type"":""date""},""ticket_latest_id"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_kategori"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_latitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_longitude"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_ro_id"":{""type"":""long""},""ticket_latest_ro_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_status"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_team"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_technician_id"":{""type"":""long""},""ticket_latest_technician_identity_key"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_technician_name"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}},""ticket_latest_technician_vendor_id"":{""type"":""long""},""tid"":{""type"":""text"",""fields"":{""keyword"":{""type"":""keyword"",""ignore_above"":256}}}}}}",,,,"[26,39,40]"
